id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
104,000630.SZ,铜陵有色,材料,1787091549.69 ,1000245639.48 ,1.15 ,324412528.40 ,1211.00 ,133801214.03 ,60.69 ,0.97 ,0.98 ,-0.26 ,144.45 ,0.37 ,1.71 ,7.54 ,1092.00 ,5.00 ,4.00 ,1.00 ,0.00 
105,000630.SZ,铜陵有色,材料,1842909560.10 ,1003941146.80 ,1.16 ,-729817245.35 ,1208.00 ,138085876.21 ,66.88 ,-5.88 ,0.98 ,-2.16 ,-316.36 ,-0.84 ,1.33 ,7.03 ,1204.00 ,18.00 ,8.00 ,0.00 ,10.00 
106,000633.SZ,合金投资,材料,14130960.22 ,,,-11453702.98 ,,580334.36 ,85.48 ,5.96 ,0.11 ,19.51 ,31.54 ,-15.86 ,0.86 ,,39.00 ,,,,
107,000633.SZ,合金投资,材料,14486431.06 ,,,1302333.18 ,,962877.36 ,84.50 ,5.74 ,0.15 ,67.15 ,105.21 ,1.17 ,0.80 ,,25.00 ,,,,
108,000633.SZ,合金投资,材料,14855248.68 ,,,-24993690.91 ,,542424.36 ,83.75 ,2.45 ,3.67 ,27.79 ,-199.22 ,-37.61 ,0.67 ,,25.00 ,,,,
109,000633.SZ,合金投资,材料,15079719.52 ,,,25189064.53 ,,768880.50 ,80.76 ,339.38 ,26.64 ,16.05 ,159.65 ,48.43 ,0.69 ,,15.00 ,,,,
110,000633.SZ,合金投资,材料,15349177.03 ,,,-42224753.81 ,,576519.48 ,26.92 ,-14.76 ,9.83 ,-48.78 ,-46.10 ,-94.22 ,0.85 ,,15.00 ,,,,
111,000635.SZ,英力特,材料,74614528.07 ,1778441.64 ,0.09 ,51084979.73 ,29.00 ,6401392.50 ,15.39 ,-10.98 ,2.92 ,-4.86 ,-59.63 ,3.63 ,1.56 ,1.33 ,226.00 ,1.00 ,1.00 ,0.00 ,0.00 
112,000635.SZ,英力特,材料,77948900.56 ,4099577.47 ,0.21 ,26846393.51 ,29.00 ,6880474.88 ,15.66 ,-8.95 ,2.66 ,1.12 ,-71.23 ,1.35 ,0.81 ,1.34 ,244.00 ,3.00 ,1.00 ,2.00 ,0.00 
113,000635.SZ,英力特,材料,80789038.01 ,,,93312954.44 ,,7027820.78 ,13.32 ,3.43 ,3.17 ,23.13 ,-15.01 ,4.75 ,0.83 ,,225.00 ,0.00 ,0.00 ,0.00 ,0.00 
114,000635.SZ,英力特,材料,82594260.38 ,2000096.66 ,0.13 ,109793950.08 ,16.00 ,23868410.65 ,13.06 ,5.93 ,2.74 ,-5.88 ,269.56 ,6.88 ,0.65 ,0.69 ,293.00 ,0.00 ,0.00 ,0.00 ,0.00 
115,000635.SZ,英力特,材料,83025361.19 ,2214274.39 ,0.13 ,29709183.85 ,16.00 ,11733956.00 ,11.15 ,1.51 ,2.28 ,-12.25 ,-43.19 ,1.75 ,0.60 ,0.78 ,303.00 ,0.00 ,0.00 ,0.00 ,0.00 
116,000637.SZ,茂化实华,材料,58169633.04 ,60168946.00 ,1.40 ,113140959.28 ,103.00 ,2041973.06 ,19.35 ,-6.08 ,4.49 ,1.26 ,198.04 ,4.43 ,5.25 ,16.27 ,87.00 ,0.00 ,0.00 ,0.00 ,0.00 
117,000637.SZ,茂化实华,材料,26604425.28 ,65371275.00 ,1.51 ,40285778.36 ,134.00 ,857389.81 ,23.60 ,2.54 ,3.14 ,-1.99 ,-65.80 ,0.93 ,1.02 ,13.96 ,85.00 ,0.00 ,0.00 ,0.00 ,0.00 
118,000637.SZ,茂化实华,材料,27315502.44 ,61280000.00 ,1.39 ,117798662.69 ,140.00 ,1317983.55 ,18.13 ,-5.53 ,4.03 ,48.90 ,60.08 ,2.67 ,1.60 ,14.63 ,113.00 ,0.00 ,0.00 ,0.00 ,0.00 
119,000637.SZ,茂化实华,材料,28026579.60 ,53290000.00 ,1.80 ,73585111.65 ,135.00 ,5724316.63 ,26.41 ,0.63 ,2.63 ,-3.48 ,-45.60 ,2.49 ,1.37 ,14.10 ,125.00 ,0.00 ,0.00 ,0.00 ,0.00 
120,000637.SZ,茂化实华,材料,28737656.76 ,47628000.00 ,1.55 ,135265015.30 ,132.00 ,612649.96 ,25.68 ,4.90 ,2.56 ,-23.61 ,20.28 ,4.41 ,1.21 ,13.71 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 
121,000655.SZ,金岭矿业,材料,276780366.90 ,14964292.61 ,1.12 ,180833880.25 ,111.00 ,1638109.89 ,9.45 ,5.47 ,5.25 ,34.32 ,120.42 ,13.91 ,1.10 ,3.89 ,181.00 ,7.00 ,0.00 ,7.00 ,0.00 
122,000655.SZ,金岭矿业,材料,281638582.63 ,12331127.50 ,1.18 ,99970522.86 ,31.00 ,7004675.16 ,11.36 ,2.16 ,4.04 ,-0.24 ,131.22 ,9.60 ,0.36 ,1.11 ,198.00 ,9.00 ,2.00 ,7.00 ,0.00 
123,000655.SZ,金岭矿业,材料,289751489.83 ,10786396.01 ,,-320246740.46 ,,1418270.00 ,13.24 ,-11.47 ,3.32 ,66.77 ,43.77 ,-30.68 ,0.48 ,,205.00 ,7.00 ,0.00 ,7.00 ,0.00 
124,000655.SZ,金岭矿业,材料,411197632.46 ,6589371.89 ,,-569537849.19 ,,2451555.00 ,12.56 ,-12.46 ,2.44 ,-20.41 ,-10953.03 ,-90.99 ,0.26 ,,226.00 ,13.00 ,2.00 ,11.00 ,0.00 
125,000655.SZ,金岭矿业,材料,490358798.93 ,8112647.09 ,,5247733.57 ,,8076673.16 ,6.86 ,-6.47 ,4.16 ,-48.93 ,-97.56 ,0.67 ,0.31 ,,315.00 ,4.00 ,0.00 ,0.00 ,4.00 
126,000657.SZ,中钨高新,材料,505901435.78 ,307485937.57 ,3.80 ,199254823.67 ,1092.00 ,63528094.73 ,51.99 ,3.75 ,1.25 ,6.07 ,-2.43 ,2.57 ,1.96 ,14.48 ,825.00 ,,,,
127,000657.SZ,中钨高新,材料,551685102.07 ,175382480.70 ,2.14 ,203245257.44 ,920.00 ,46636419.44 ,49.24 ,0.27 ,1.41 ,25.01 ,12.13 ,2.49 ,0.98 ,11.70 ,865.00 ,,,,
128,000657.SZ,中钨高新,材料,574199318.24 ,219645219.65 ,3.36 ,181253328.47 ,914.00 ,75591028.33 ,49.20 ,7.90 ,1.49 ,25.88 ,238.68 ,2.77 ,0.97 ,11.53 ,991.00 ,,,,
129,000657.SZ,中钨高新,材料,594169308.97 ,209979693.53 ,4.04 ,53517152.58 ,915.00 ,58286027.72 ,47.43 ,-2.30 ,1.34 ,-11.29 ,110.13 ,1.03 ,1.25 ,9.48 ,1162.00 ,,,,
130,000657.SZ,中钨高新,材料,543361311.81 ,193033660.00 ,3.30 ,-528125323.23 ,936.00 ,46341928.54 ,49.34 ,-12.64 ,1.34 ,-30.10 ,-1229.88 ,-9.02 ,1.10 ,8.36 ,1201.00 ,,,,
131,000659.SZ,珠海中富,材料,96435332.38 ,5273466.47 ,0.34 ,16059486.00 ,39.00 ,4899893.18 ,76.13 ,-7.11 ,0.39 ,-4.45 ,-355.00 ,-2.05 ,2.40 ,1.97 ,690.00 ,0.00 ,0.00 ,0.00 ,0.00 
132,000659.SZ,珠海中富,材料,84876963.48 ,3363952.74 ,0.21 ,20220324.48 ,16.00 ,8683185.79 ,75.58 ,-6.19 ,0.50 ,0.24 ,-77.76 ,1.25 ,1.13 ,0.76 ,708.00 ,0.00 ,0.00 ,0.00 ,0.00 
133,000659.SZ,珠海中富,材料,80572964.70 ,,,90920165.03 ,,26491862.32 ,77.81 ,1.13 ,1.04 ,-0.29 ,115.45 ,5.63 ,0.85 ,,836.00 ,0.00 ,0.00 ,0.00 ,0.00 
134,000659.SZ,珠海中富,材料,100164800.50 ,,,-588346640.89 ,,1301807.60 ,82.06 ,-17.57 ,0.34 ,-13.62 ,-720.97 ,-36.33 ,0.62 ,,1154.00 ,0.00 ,0.00 ,0.00 ,0.00 
135,000659.SZ,珠海中富,材料,106597754.45 ,,,-71664890.18 ,,1824553.12 ,66.89 ,-14.65 ,0.55 ,-20.91 ,-291.00 ,-3.82 ,0.36 ,,1221.00 ,0.00 ,0.00 ,0.00 ,0.00 
136,000672.SZ,上峰水泥,材料,1393081953.06 ,57438001.64 ,0.77 ,2378124291.14 ,15.00 ,23054541.95 ,45.77 ,15.61 ,1.27 ,38.74 ,87.45 ,33.43 ,1.70 ,0.70 ,87.00 ,,,,
137,000672.SZ,上峰水泥,材料,718095726.55 ,35627806.76 ,0.67 ,1486998548.81 ,10.00 ,11589946.55 ,49.06 ,16.95 ,1.09 ,15.63 ,93.66 ,28.03 ,0.54 ,0.60 ,68.00 ,,,,
138,000672.SZ,上峰水泥,材料,658096245.09 ,3694752.73 ,0.08 ,767836046.79 ,5.00 ,12116192.74 ,60.73 ,3.01 ,0.76 ,57.32 ,452.21 ,16.74 ,0.48 ,0.30 ,97.00 ,,,,
139,000672.SZ,上峰水泥,材料,672272986.79 ,2784321.98 ,0.10 ,139047846.74 ,5.00 ,11163491.84 ,72.42 ,-1.62 ,0.59 ,43.96 ,131.46 ,4.77 ,0.53 ,0.30 ,128.00 ,,,,
140,000672.SZ,上峰水泥,材料,654216799.47 ,3426143.72 ,0.17 ,60073709.06 ,5.00 ,43243895.11 ,60.14 ,21.50 ,0.50 ,-25.98 ,-83.74 ,2.97 ,0.57 ,0.30 ,118.00 ,,,,
141,000677.SZ,恒天海龙,材料,78955229.52 ,5089289.21 ,0.64 ,17980386.44 ,64.00 ,1907083.33 ,23.28 ,-0.99 ,1.89 ,22.05 ,55.77 ,1.89 ,2.36 ,6.31 ,48.00 ,0.00 ,0.00 ,0.00 ,0.00 
142,000677.SZ,恒天海龙,材料,81642937.93 ,25160000.00 ,3.56 ,6403689.88 ,58.00 ,1157100.00 ,24.69 ,3.31 ,1.67 ,27.51 ,-17.19 ,0.91 ,1.51 ,6.22 ,54.00 ,0.00 ,0.00 ,0.00 ,0.00 
143,000677.SZ,恒天海龙,材料,84423418.29 ,20860000.00 ,3.76 ,7732854.74 ,54.00 ,839857.00 ,22.95 ,0.04 ,1.84 ,14.03 ,-52.46 ,1.40 ,2.16 ,6.25 ,51.00 ,0.00 ,0.00 ,0.00 ,0.00 
144,000677.SZ,恒天海龙,材料,87203898.65 ,19866000.00 ,4.09 ,16265932.99 ,51.00 ,1352379.00 ,23.83 ,2.03 ,1.86 ,-76.52 ,-72.34 ,3.35 ,1.55 ,6.09 ,22.00 ,0.00 ,0.00 ,0.00 ,0.00 
145,000677.SZ,恒天海龙,材料,89984379.01 ,10378234.50 ,0.50 ,58802482.12 ,38.00 ,19162366.67 ,24.25 ,-72.53 ,1.61 ,14.81 ,113.69 ,2.84 ,1.30 ,0.70 ,240.00 ,0.00 ,0.00 ,0.00 ,0.00 
146,000683.SZ,远兴能源,材料,863349422.53 ,128113807.18 ,1.67 ,872943465.36 ,210.00 ,18522086.64 ,50.95 ,8.33 ,0.68 ,-22.10 ,-27.76 ,16.89 ,1.20 ,4.21 ,151.00 ,0.00 ,0.00 ,0.00 ,0.00 
147,000683.SZ,远兴能源,材料,892175479.36 ,129968440.40 ,1.46 ,1638457868.42 ,173.00 ,22050767.31 ,50.24 ,7.15 ,0.62 ,-13.40 ,74.42 ,18.36 ,0.82 ,3.61 ,178.00 ,0.00 ,0.00 ,0.00 ,0.00 
148,000683.SZ,远兴能源,材料,944566862.34 ,120070471.52 ,1.17 ,939400116.75 ,176.00 ,18419481.88 ,52.22 ,-0.88 ,0.59 ,12.78 ,248.26 ,9.12 ,0.92 ,3.86 ,162.00 ,0.00 ,0.00 ,0.00 ,0.00 
149,000683.SZ,远兴能源,材料,929637345.68 ,63841150.86 ,0.70 ,-633601438.10 ,95.00 ,11114938.44 ,56.11 ,14.71 ,0.54 ,24.84 ,-705.01 ,-6.94 ,0.99 ,2.07 ,214.00 ,0.00 ,0.00 ,0.00 ,0.00 
150,000683.SZ,远兴能源,材料,946199515.38 ,14763204.89 ,0.20 ,104725954.83 ,59.00 ,16844748.44 ,57.37 ,-0.76 ,0.48 ,1.64 ,-62.15 ,1.43 ,1.34 ,1.24 ,231.00 ,0.00 ,0.00 ,0.00 ,0.00 
151,000688.SZ,国城矿业,材料,386295226.03 ,,,170859251.95 ,,1312855.59 ,17.79 ,5.25 ,1.85 ,-18.78 ,-39.12 ,27.73 ,1.12 ,,246.00 ,,,,
152,000688.SZ,国城矿业,材料,92626505.22 ,0.00 ,,403218611.69 ,,63248.00 ,10.76 ,10.39 ,4.24 ,-1.18 ,-1.76 ,32.89 ,1.18 ,,139.00 ,,,,
153,000688.SZ,国城矿业,材料,86489152.50 ,,,410459393.56 ,,289600.00 ,7.79 ,21.44 ,6.45 ,11.32 ,76.35 ,33.09 ,1.78 ,,154.00 ,,,,
154,000688.SZ,国城矿业,材料,84047920.65 ,,,232746626.05 ,,10000.00 ,9.47 ,1.84 ,3.88 ,2.17 ,-19.17 ,20.89 ,2.01 ,,126.00 ,,,,
155,000688.SZ,国城矿业,材料,80963946.62 ,0.00 ,,287958207.08 ,,19539.00 ,22.25 ,17.00 ,1.54 ,10.51 ,-10.74 ,26.40 ,2.02 ,,50.00 ,,,,
156,000691.SZ,亚太实业,材料,9668982.47 ,,,-10714491.07 ,,,49.25 ,-17.76 ,1.87 ,-16.59 ,-99.94 ,-36.73 ,0.07 ,,3.00 ,,,,
157,000691.SZ,亚太实业,材料,9980885.15 ,,,10759877.47 ,,546900.00 ,50.25 ,-21.55 ,1.83 ,-18.26 ,220.04 ,28.52 ,1.61 ,,3.00 ,,,,
158,000691.SZ,亚太实业,材料,10292787.93 ,,,-8963364.42 ,,,65.22 ,-25.94 ,1.81 ,-0.21 ,-474.20 ,-19.42 ,1.63 ,,3.00 ,,,,
159,000691.SZ,亚太实业,材料,10604690.30 ,,,2395372.82 ,,,71.62 ,-0.19 ,2.03 ,-55.84 ,-83.03 ,5.18 ,1.44 ,,15.00 ,,,,
160,000691.SZ,亚太实业,材料,10916703.67 ,,,14117421.78 ,,,86.48 ,-18.01 ,1.66 ,697.60 ,132.40 ,13.48 ,1.39 ,,15.00 ,,,,
161,000698.SZ,沈阳化工,材料,809259851.29 ,150836068.08 ,1.37 ,-745294960.67 ,374.00 ,31010711.36 ,50.14 ,-3.43 ,0.89 ,4.17 ,-10.36 ,1.25 ,3.11 ,13.04 ,168.00 ,7.00 ,2.00 ,5.00 ,0.00 
162,000698.SZ,沈阳化工,材料,780411927.88 ,146988487.78 ,1.36 ,118605837.75 ,328.00 ,58757615.14 ,50.73 ,-7.26 ,0.88 ,-9.38 ,-47.96 ,1.10 ,1.74 ,10.72 ,193.00 ,11.00 ,4.00 ,7.00 ,0.00 
163,000698.SZ,沈阳化工,材料,760496241.97 ,140823507.76 ,1.18 ,227923003.47 ,336.00 ,48758024.74 ,55.51 ,-6.96 ,0.74 ,34.60 ,-32.79 ,1.91 ,1.82 ,9.93 ,130.00 ,18.00 ,4.00 ,14.00 ,0.00 
164,000698.SZ,沈阳化工,材料,794635097.15 ,116260419.94 ,1.31 ,339125807.58 ,305.00 ,50741911.13 ,60.26 ,10.04 ,0.85 ,-8.46 ,82.29 ,3.83 ,1.44 ,8.35 ,540.00 ,3.00 ,0.00 ,3.00 ,0.00 
165,000698.SZ,沈阳化工,材料,865973724.34 ,132203199.59 ,1.37 ,186033998.60 ,336.00 ,54581477.67 ,59.78 ,12.48 ,0.71 ,-8.26 ,1028.38 ,1.93 ,1.35 ,8.62 ,312.00 ,8.00 ,3.00 ,0.00 ,5.00 
166,000703.SZ,恒逸石化,材料,1557629077.91 ,496257572.40 ,0.62 ,4020682052.55 ,445.00 ,420716519.76 ,63.74 ,70.78 ,0.67 ,4.90 ,21.99 ,3.82 ,3.66 ,2.69 ,1435.00 ,,,,
167,000703.SZ,恒逸石化,材料,1006220489.91 ,279482471.96 ,0.33 ,2243421636.16 ,194.00 ,102224764.73 ,62.66 ,66.53 ,0.69 ,32.14 ,21.66 ,2.64 ,0.06 ,1.55 ,625.00 ,,,,
168,000703.SZ,恒逸石化,材料,250664661.54 ,,,1843980298.16 ,,26619457.38 ,52.35 ,20.82 ,0.65 ,98.29 ,107.50 ,2.87 ,0.17 ,,535.00 ,,,,
169,000703.SZ,恒逸石化,材料,253251189.18 ,,,888645393.45 ,,26710930.07 ,52.01 ,9.23 ,0.83 ,6.93 ,448.08 ,2.74 ,0.07 ,,517.00 ,,,,
170,000703.SZ,恒逸石化,材料,613086440.57 ,,,162138750.38 ,,28794757.38 ,66.96 ,-5.70 ,0.55 ,8.04 ,140.90 ,0.53 ,0.09 ,,517.00 ,,,,
171,000707.SZ,ST双环,材料,114191357.89 ,61868418.96 ,2.68 ,26532989.86 ,182.00 ,11559035.66 ,95.74 ,-50.77 ,0.38 ,-32.73 ,-98.70 ,0.35 ,2.00 ,9.68 ,149.00 ,2.00 ,2.00 ,0.00 ,0.00 
172,000707.SZ,ST双环,材料,124958195.45 ,14661586.60 ,0.39 ,78671884.43 ,182.00 ,35947753.14 ,95.94 ,-55.07 ,0.43 ,-11.95 ,110.44 ,2.09 ,0.43 ,6.45 ,280.00 ,8.00 ,8.00 ,0.00 ,0.00 
173,000707.SZ,ST双环,材料,392803870.85 ,117771771.22 ,2.75 ,-753627612.51 ,413.00 ,31960830.90 ,95.19 ,-9.09 ,0.62 ,7.83 ,-20.60 ,-17.60 ,0.57 ,8.49 ,451.00 ,3.00 ,3.00 ,0.00 ,0.00 
174,000707.SZ,ST双环,材料,389708179.06 ,134462422.49 ,3.39 ,-624914965.18 ,531.00 ,30552814.23 ,91.10 ,-4.35 ,0.66 ,2.26 ,-4166.52 ,-15.74 ,0.91 ,10.48 ,551.00 ,2.00 ,2.00 ,0.00 ,0.00 
175,000707.SZ,ST双环,材料,401608034.76 ,118648032.75 ,3.06 ,15367300.55 ,551.00 ,39702931.06 ,86.59 ,10.32 ,0.78 ,-2.95 ,358.78 ,0.40 ,1.02 ,11.32 ,290.00 ,5.00 ,3.00 ,0.00 ,2.00 
176,000708.SZ,中信特钢,材料,4409539055.38 ,2785761987.10 ,3.84 ,5388995172.19 ,3264.00 ,100280348.87 ,44.09 ,5.29 ,1.60 ,3.78 ,15.02 ,4.60 ,4.16 ,14.70 ,385.00 ,13.00 ,7.00 ,6.00 ,0.00 
177,000708.SZ,中信特钢,材料,14604259.02 ,562929135.89 ,4.48 ,510178493.96 ,459.00 ,4333314.00 ,42.65 ,16.71 ,1.66 ,22.94 ,29.19 ,4.06 ,2.36 ,12.29 ,454.00 ,62.00 ,33.00 ,29.00 ,0.00 
178,000708.SZ,中信特钢,材料,19352480.10 ,357488580.90 ,3.50 ,394900713.81 ,454.00 ,6372000.00 ,38.77 ,12.51 ,1.59 ,59.98 ,34.93 ,3.86 ,2.80 ,12.06 ,452.00 ,3.00 ,2.00 ,1.00 ,0.00 
179,000708.SZ,中信特钢,材料,20168374.02 ,238114261.54 ,3.72 ,292680656.73 ,429.00 ,3628310.00 ,36.32 ,13.81 ,1.70 ,3.15 ,8.24 ,4.58 ,2.50 ,11.11 ,452.00 ,8.00 ,6.00 ,2.00 ,0.00 
180,000708.SZ,中信特钢,材料,20984267.94 ,225179156.27 ,3.63 ,270392922.27 ,424.00 ,1789200.00 ,31.91 ,2.19 ,1.79 ,-15.71 ,0.87 ,4.36 ,2.67 ,11.15 ,440.00 ,10.00 ,7.00 ,0.00 ,3.00 
181,000709.SZ,河钢股份,材料,213838491.61 ,3286892106.41 ,2.71 ,2873118509.51 ,466.00 ,84979491.03 ,72.40 ,6.84 ,0.50 ,11.07 ,-36.11 ,2.23 ,1.80 ,1.35 ,2940.00 ,88.00 ,52.00 ,36.00 ,0.00 
182,000709.SZ,河钢股份,材料,228306395.54 ,3348671628.30 ,2.77 ,4381279591.77 ,432.00 ,23948443.66 ,71.76 ,9.78 ,0.51 ,10.99 ,106.10 ,3.62 ,0.46 ,1.21 ,3892.00 ,90.00 ,49.00 ,41.00 ,0.00 
183,000709.SZ,河钢股份,材料,370427786.86 ,2026461957.12 ,1.86 ,2125843391.33 ,438.00 ,13131608.84 ,74.94 ,2.24 ,0.46 ,46.19 ,48.69 ,1.95 ,0.85 ,1.17 ,4395.00 ,7.00 ,7.00 ,0.00 ,0.00 
184,000709.SZ,河钢股份,材料,392403957.17 ,1413191379.46 ,1.90 ,1429754080.09 ,416.00 ,38739786.49 ,74.93 ,4.01 ,0.48 ,1.98 ,255.88 ,1.92 ,0.89 ,1.03 ,2748.00 ,1.00 ,1.00 ,0.00 ,0.00 
185,000709.SZ,河钢股份,材料,391144124.81 ,1239930372.10 ,1.70 ,401751758.39 ,367.00 ,22810713.21 ,74.50 ,4.96 ,0.43 ,-25.60 ,-43.99 ,0.55 ,1.32 ,0.88 ,3162.00 ,0.00 ,0.00 ,0.00 ,0.00 
186,000717.SZ,韶钢松山,材料,214391050.44 ,1027354671.79 ,3.53 ,1823535650.26 ,910.00 ,107472100.22 ,55.01 ,8.30 ,0.58 ,13.76 ,-42.67 ,7.30 ,5.51 ,13.66 ,453.00 ,51.00 ,4.00 ,47.00 ,0.00 
187,000717.SZ,韶钢松山,材料,184385233.67 ,1318181671.18 ,4.86 ,3306440950.65 ,60.00 ,33658369.63 ,62.39 ,-4.25 ,0.53 ,4.13 ,31.39 ,12.20 ,1.86 ,0.90 ,349.00 ,2.00 ,2.00 ,0.00 ,0.00 
188,000717.SZ,韶钢松山,材料,194687296.42 ,413037000.00 ,1.59 ,2516547383.11 ,40.00 ,38580640.88 ,79.38 ,-3.74 ,0.39 ,86.35 ,2381.13 ,9.66 ,2.12 ,0.71 ,299.00 ,2.00 ,2.00 ,0.00 ,0.00 
189,000717.SZ,韶钢松山,材料,147551002.97 ,467068000.00 ,3.34 ,101427310.05 ,41.00 ,195500872.86 ,96.94 ,-9.57 ,0.31 ,25.38 ,103.91 ,0.73 ,2.13 ,0.74 ,1321.00 ,0.00 ,0.00 ,0.00 ,0.00 
190,000717.SZ,韶钢松山,材料,278802252.62 ,482647000.00 ,4.33 ,-2595500516.99 ,68.00 ,67326581.73 ,97.86 ,-10.82 ,0.19 ,-42.84 ,-86.96 ,-23.29 ,2.45 ,0.91 ,1089.00 ,0.00 ,0.00 ,0.00 ,0.00 
191,000731.SZ,四川美丰,材料,287099078.57 ,2096055.05 ,0.07 ,86564701.83 ,97.00 ,4735785.65 ,25.51 ,-4.00 ,1.91 ,26.14 ,-32.93 ,4.91 ,2.18 ,4.02 ,282.00 ,0.00 ,0.00 ,0.00 ,0.00 
192,000731.SZ,四川美丰,材料,296144520.12 ,1653546.41 ,0.06 ,222861869.98 ,97.00 ,3300860.53 ,30.18 ,-5.13 ,1.70 ,4.43 ,50.82 ,8.44 ,1.47 ,4.06 ,271.00 ,4.00 ,3.00 ,1.00 ,0.00 
193,000731.SZ,四川美丰,材料,305998588.32 ,1886534.11 ,0.07 ,147764262.22 ,97.00 ,9000210.14 ,37.92 ,-7.77 ,1.23 ,6.66 ,156.44 ,5.85 ,2.31 ,3.99 ,301.00 ,3.00 ,2.00 ,1.00 ,0.00 
194,000731.SZ,四川美丰,材料,315591129.14 ,3530462.64 ,0.15 ,-261788885.01 ,99.00 ,25525885.13 ,45.87 ,-6.70 ,0.94 ,-39.67 ,-559.82 ,-11.05 ,2.02 ,3.99 ,303.00 ,1.00 ,0.00 ,1.00 ,0.00 
195,000731.SZ,四川美丰,材料,278340196.06 ,2848027.19 ,0.07 ,56932375.60 ,95.00 ,11592642.91 ,44.37 ,12.32 ,1.05 ,-17.63 ,123.20 ,1.45 ,1.90 ,3.78 ,,16.00 ,9.00 ,0.00 ,7.00 
196,000737.SZ,ST南风,材料,203692925.06 ,6656037.45 ,0.55 ,-46853642.61 ,219.00 ,8181315.61 ,75.16 ,-41.93 ,0.70 ,-44.17 ,106.43 ,1.32 ,1.59 ,11.78 ,80.00 ,0.00 ,0.00 ,0.00 ,0.00 
197,000737.SZ,ST南风,材料,214785569.63 ,6702108.74 ,0.37 ,260567198.97 ,240.00 ,7067012.64 ,74.91 ,-39.91 ,0.81 ,-2.42 ,160.48 ,14.26 ,0.75 ,13.62 ,213.00 ,7.00 ,7.00 ,0.00 ,0.00 
198,000737.SZ,ST南风,材料,311060756.08 ,6713018.49 ,0.36 ,-430807382.78 ,255.00 ,2902043.03 ,111.10 ,-6.44 ,0.51 ,-12.30 ,-2489.90 ,-23.01 ,0.67 ,5.36 ,228.00 ,15.00 ,12.00 ,0.00 ,3.00 
199,000737.SZ,ST南风,材料,321542001.84 ,11389032.11 ,0.53 ,18026184.13 ,310.00 ,6117135.49 ,94.98 ,-7.19 ,0.61 ,-0.77 ,108.10 ,0.84 ,0.70 ,6.09 ,283.00 ,13.00 ,4.00 ,2.00 ,7.00 
200,000737.SZ,ST南风,材料,335639062.86 ,6455736.43 ,0.30 ,-222562850.65 ,362.00 ,5294522.91 ,95.97 ,-1.38 ,0.59 ,-14.57 ,-546.46 ,-10.34 ,0.72 ,6.50 ,332.00 ,7.00 ,2.00 ,3.00 ,2.00 
201,000751.SZ,锌业股份,材料,818413996.11 ,4728853.91 ,0.06 ,202858041.55 ,39.00 ,22643972.33 ,48.60 ,5.83 ,1.22 ,-5.37 ,27.88 ,1.81 ,3.13 ,0.58 ,177.00 ,2.00 ,2.00 ,0.00 ,0.00 
202,000751.SZ,锌业股份,材料,833240610.24 ,5243882.35 ,0.06 ,53072918.54 ,42.00 ,22549577.13 ,47.99 ,12.25 ,1.20 ,24.75 ,-75.46 ,0.64 ,0.19 ,0.60 ,209.00 ,1.00 ,1.00 ,0.00 ,0.00 
203,000751.SZ,锌业股份,材料,802207020.95 ,5567460.92 ,0.08 ,216246049.68 ,40.00 ,7177694.36 ,42.89 ,0.37 ,1.53 ,42.14 ,60.90 ,3.23 ,0.24 ,0.59 ,188.00 ,2.00 ,2.00 ,0.00 ,0.00 
204,000751.SZ,锌业股份,材料,823255057.64 ,4320253.56 ,0.09 ,134396285.00 ,41.00 ,4753323.20 ,48.34 ,13.78 ,1.36 ,14.21 ,48.07 ,2.85 ,0.20 ,0.61 ,493.00 ,1.00 ,1.00 ,0.00 ,0.00 
205,000751.SZ,锌业股份,材料,831868054.34 ,2245441.93 ,0.05 ,90766875.42 ,25.00 ,12162939.89 ,44.91 ,9.44 ,1.40 ,-5.32 ,2.13 ,2.20 ,0.19 ,0.35 ,583.00 ,1.00 ,1.00 ,0.00 ,0.00 
206,000758.SZ,中色股份,材料,3581815677.51 ,6377352.89 ,0.06 ,-1163259268.29 ,185.00 ,36067126.53 ,62.20 ,12.34 ,1.42 ,-18.83 ,-17.62 ,3.23 ,0.74 ,2.92 ,595.00 ,0.00 ,0.00 ,0.00 ,0.00 
207,000758.SZ,中色股份,材料,3457405341.52 ,6289075.26 ,0.04 ,247714154.90 ,203.00 ,67434253.81 ,62.68 ,12.13 ,1.41 ,-4.05 ,-32.86 ,1.67 ,2.25 ,2.80 ,624.00 ,0.00 ,0.00 ,0.00 ,0.00 
208,000758.SZ,中色股份,材料,1123804624.44 ,27382276.76 ,0.18 ,368943055.55 ,210.00 ,70699748.98 ,69.44 ,-5.73 ,1.23 ,-19.29 ,7.68 ,2.39 ,2.29 ,2.74 ,651.00 ,2.00 ,0.00 ,2.00 ,0.00 
209,000758.SZ,中色股份,材料,1185051807.75 ,5451864.54 ,0.03 ,342621203.33 ,204.00 ,198901956.12 ,71.48 ,4.64 ,1.08 ,-2.51 ,11.58 ,1.79 ,2.55 ,2.53 ,496.00 ,4.00 ,0.00 ,4.00 ,0.00 
